Territorio;Periodo;Provenienza;Arrivi Hotel;Arrivi Altro;Arrivi Totali
Rovigo;2012-01;Italia;4320.0;479.0;4799.0
Rovigo;2012-01;Paesi esteri;1720.0;72.0;1792.0
Rovigo;2012-02;Italia;4253.0;495.0;4748.0
Rovigo;2012-02;Paesi esteri;1947.0;55.0;2002.0
Rovigo;2012-03;Italia;5748.0;1019.0;6767.0
Rovigo;2012-03;Paesi esteri;2709.0;489.0;3198.0
Rovigo;2012-04;Italia;8132.0;3029.0;11161.0
Rovigo;2012-04;Paesi esteri;4106.0;1509.0;5615.0
Rovigo;2012-05;Italia;6170.0;5204.0;11374.0
Rovigo;2012-05;Paesi esteri;5583.0;7317.0;12900.0
Rovigo;2012-06;Italia;6900.0;22896.0;29796.0
Rovigo;2012-06;Paesi esteri;4866.0;10914.0;15780.0
Rovigo;2012-07;Italia;6733.0;16006.0;22739.0
Rovigo;2012-07;Paesi esteri;6453.0;25155.0;31608.0
Rovigo;2012-08;Italia;7178.0;22391.0;29569.0
Rovigo;2012-08;Paesi esteri;5198.0;24030.0;29228.0
Rovigo;2012-09;Italia;5958.0;4464.0;10422.0
Rovigo;2012-09;Paesi esteri;6570.0;7986.0;14556.0
Rovigo;2012-10;Italia;6567.0;1118.0;7685.0
Rovigo;2012-10;Paesi esteri;4634.0;416.0;5050.0
Rovigo;2012-11;Italia;5357.0;920.0;6277.0
Rovigo;2012-11;Paesi esteri;2340.0;107.0;2447.0
Rovigo;2012-12;Italia;4801.0;664.0;5465.0
Rovigo;2012-12;Paesi esteri;1535.0;63.0;1598.0
Rovigo;2013-01;Italia;4227.0;430.0;4657.0
Rovigo;2013-01;Paesi esteri;1489.0;61.0;1550.0
Rovigo;2013-02;Italia;4143.0;488.0;4631.0
Rovigo;2013-02;Paesi esteri;1709.0;118.0;1827.0
Rovigo;2013-03;Italia;5125.0;1325.0;6450.0
Rovigo;2013-03;Paesi esteri;2767.0;924.0;3691.0
Rovigo;2013-04;Italia;6022.0;1532.0;7554.0
Rovigo;2013-04;Paesi esteri;5236.0;774.0;6010.0
Rovigo;2013-05;Italia;6535.0;3095.0;9630.0
Rovigo;2013-05;Paesi esteri;8017.0;7641.0;15658.0
Rovigo;2013-06;Italia;6606.0;20363.0;26969.0
Rovigo;2013-06;Paesi esteri;7407.0;9016.0;16423.0
Rovigo;2013-07;Italia;7190.0;15621.0;22811.0
Rovigo;2013-07;Paesi esteri;8764.0;20565.0;29329.0
Rovigo;2013-08;Italia;8137.0;21643.0;29780.0
Rovigo;2013-08;Paesi esteri;7991.0;25300.0;33291.0
Rovigo;2013-09;Italia;6597.0;3740.0;10337.0
Rovigo;2013-09;Paesi esteri;7723.0;4059.0;11782.0
Rovigo;2013-10;Italia;6056.0;1142.0;7198.0
Rovigo;2013-10;Paesi esteri;4806.0;331.0;5137.0
Rovigo;2013-11;Italia;4961.0;918.0;5879.0
Rovigo;2013-11;Paesi esteri;1839.0;137.0;1976.0
Rovigo;2013-12;Italia;4949.0;737.0;5686.0
Rovigo;2013-12;Paesi esteri;1630.0;133.0;1763.0
Rovigo;2014-01;Italia;4535.0;475.0;5010.0
Rovigo;2014-01;Paesi esteri;1979.0;88.0;2067.0
Rovigo;2014-02;Italia;4761.0;568.0;5329.0
Rovigo;2014-02;Paesi esteri;1845.0;100.0;1945.0
Rovigo;2014-03;Italia;5519.0;939.0;6458.0
Rovigo;2014-03;Paesi esteri;2251.0;188.0;2439.0
Rovigo;2014-04;Italia;7502.0;2244.0;9746.0
Rovigo;2014-04;Paesi esteri;4921.0;1637.0;6558.0
Rovigo;2014-05;Italia;7794.0;6906.0;14700.0
Rovigo;2014-05;Paesi esteri;7110.0;2830.0;9940.0
Rovigo;2014-06;Italia;7779.0;16683.0;24462.0
Rovigo;2014-06;Paesi esteri;6105.0;14736.0;20841.0
Rovigo;2014-07;Italia;7061.0;15821.0;22882.0
Rovigo;2014-07;Paesi esteri;7799.0;19381.0;27180.0
Rovigo;2014-08;Italia;7975.0;21660.0;29635.0
Rovigo;2014-08;Paesi esteri;7935.0;27416.0;35351.0
Rovigo;2014-09;Italia;6745.0;3334.0;10079.0
Rovigo;2014-09;Paesi esteri;6684.0;5548.0;12232.0
Rovigo;2014-10;Italia;6360.0;1051.0;7411.0
Rovigo;2014-10;Paesi esteri;4434.0;394.0;4828.0
Rovigo;2014-11;Italia;4837.0;794.0;5631.0
Rovigo;2014-11;Paesi esteri;1986.0;125.0;2111.0
Rovigo;2014-12;Italia;4920.0;653.0;5573.0
Rovigo;2014-12;Paesi esteri;1638.0;113.0;1751.0
Rovigo;2015-01;Italia;4220.0;528.0;4748.0
Rovigo;2015-01;Paesi esteri;1762.0;119.0;1881.0
Rovigo;2015-02;Italia;4732.0;605.0;5337.0
Rovigo;2015-02;Paesi esteri;2147.0;150.0;2297.0
Rovigo;2015-03;Italia;5504.0;957.0;6461.0
Rovigo;2015-03;Paesi esteri;2399.0;471.0;2870.0
Rovigo;2015-04;Italia;6975.0;1893.0;8868.0
Rovigo;2015-04;Paesi esteri;5584.0;1271.0;6855.0
Rovigo;2015-05;Italia;8459.0;7553.0;16012.0
Rovigo;2015-05;Paesi esteri;8003.0;8251.0;16254.0
Rovigo;2015-06;Italia;7415.0;18425.0;25840.0
Rovigo;2015-06;Paesi esteri;7194.0;9095.0;16289.0
Rovigo;2015-07;Italia;8017.0;18082.0;26099.0
Rovigo;2015-07;Paesi esteri;9343.0;19578.0;28921.0
Rovigo;2015-08;Italia;8373.0;23626.0;31999.0
Rovigo;2015-08;Paesi esteri;7773.0;27069.0;34842.0
Rovigo;2015-09;Italia;7514.0;4383.0;11897.0
Rovigo;2015-09;Paesi esteri;7440.0;5327.0;12767.0
Rovigo;2015-10;Italia;6625.0;1315.0;7940.0
Rovigo;2015-10;Paesi esteri;4917.0;431.0;5348.0
Rovigo;2015-11;Italia;5206.0;899.0;6105.0
Rovigo;2015-11;Paesi esteri;2782.0;114.0;2896.0
Rovigo;2015-12;Italia;5162.0;775.0;5937.0
Rovigo;2015-12;Paesi esteri;1720.0;97.0;1817.0
Rovigo;2016-01;Italia;4524.0;637.0;5161.0
Rovigo;2016-01;Mondo;6136.0;762.0;6898.0
Rovigo;2016-01;Paesi esteri;1612.0;125.0;1737.0
Rovigo;2016-02;Italia;5162.0;705.0;5867.0
Rovigo;2016-02;Mondo;6963.0;867.0;7830.0
Rovigo;2016-02;Paesi esteri;1801.0;162.0;1963.0
Rovigo;2016-03;Italia;5863.0;1356.0;7219.0
Rovigo;2016-03;Mondo;8781.0;2176.0;10957.0
Rovigo;2016-03;Paesi esteri;2918.0;820.0;3738.0
Rovigo;2016-04;Italia;7775.0;2119.0;9894.0
Rovigo;2016-04;Mondo;12249.0;3057.0;15306.0
Rovigo;2016-04;Paesi esteri;4474.0;938.0;5412.0
Rovigo;2016-05;Italia;7665.0;5008.0;12673.0
Rovigo;2016-05;Mondo;14067.0;11682.0;25749.0
Rovigo;2016-05;Paesi esteri;6402.0;6674.0;13076.0
Rovigo;2016-06;Italia;7757.0;20862.0;28619.0
Rovigo;2016-06;Mondo;13819.0;28793.0;42612.0
Rovigo;2016-06;Paesi esteri;6062.0;7931.0;13993.0
Rovigo;2016-07;Italia;8479.0;22819.0;31298.0
Rovigo;2016-07;Mondo;16003.0;46915.0;62918.0
Rovigo;2016-07;Paesi esteri;7524.0;24096.0;31620.0
Rovigo;2016-08;Italia;8970.0;21147.0;30117.0
Rovigo;2016-08;Mondo;16157.0;44542.0;60699.0
Rovigo;2016-08;Paesi esteri;7187.0;23395.0;30582.0
Rovigo;2016-09;Italia;7841.0;5588.0;13429.0
Rovigo;2016-09;Mondo;15358.0;11361.0;26719.0
Rovigo;2016-09;Paesi esteri;7517.0;5773.0;13290.0
Rovigo;2016-10;Italia;6494.0;1637.0;8131.0
Rovigo;2016-10;Mondo;11494.0;2100.0;13594.0
Rovigo;2016-10;Paesi esteri;5000.0;463.0;5463.0
Rovigo;2016-11;Italia;5105.0;943.0;6048.0
Rovigo;2016-11;Mondo;8167.0;1148.0;9315.0
Rovigo;2016-11;Paesi esteri;3062.0;205.0;3267.0
Rovigo;2016-12;Italia;5209.0;981.0;6190.0
Rovigo;2016-12;Mondo;6827.0;1091.0;7918.0
Rovigo;2016-12;Paesi esteri;1618.0;110.0;1728.0
Rovigo;2017-01;Italia;4587.0;643.0;5230.0
Rovigo;2017-01;Mondo;6790.0;889.0;7679.0
Rovigo;2017-01;Paesi esteri;2203.0;246.0;2449.0
Rovigo;2017-02;Italia;5081.0;787.0;5868.0
Rovigo;2017-02;Mondo;7282.0;1015.0;8297.0
Rovigo;2017-02;Paesi esteri;2201.0;228.0;2429.0
Rovigo;2017-03;Italia;5805.0;1156.0;6961.0
Rovigo;2017-03;Mondo;9411.0;1444.0;10855.0
Rovigo;2017-03;Paesi esteri;3606.0;288.0;3894.0
Rovigo;2017-04;Italia;8553.0;3082.0;11635.0
Rovigo;2017-04;Mondo;14821.0;4811.0;19632.0
Rovigo;2017-04;Paesi esteri;6268.0;1729.0;7997.0
Rovigo;2017-05;Italia;6776.0;4584.0;11360.0
Rovigo;2017-05;Mondo;15173.0;6980.0;22153.0
Rovigo;2017-05;Paesi esteri;8397.0;2396.0;10793.0
Rovigo;2017-06;Italia;9012.0;23190.0;32202.0
Rovigo;2017-06;Mondo;16675.0;37887.0;54562.0
Rovigo;2017-06;Paesi esteri;7663.0;14697.0;22360.0
Rovigo;2017-07;Italia;9203.0;21156.0;30359.0
Rovigo;2017-07;Mondo;17494.0;46350.0;63844.0
Rovigo;2017-07;Paesi esteri;8291.0;25194.0;33485.0
Rovigo;2017-08;Italia;8952.0;22033.0;30985.0
Rovigo;2017-08;Mondo;16751.0;44205.0;60956.0
Rovigo;2017-08;Paesi esteri;7799.0;22172.0;29971.0
Rovigo;2017-09;Italia;7121.0;5095.0;12216.0
Rovigo;2017-09;Mondo;14181.0;11649.0;25830.0
Rovigo;2017-09;Paesi esteri;7060.0;6554.0;13614.0
Rovigo;2017-10;Italia;5886.0;1378.0;7264.0
Rovigo;2017-10;Mondo;11289.0;1931.0;13220.0
Rovigo;2017-10;Paesi esteri;5403.0;553.0;5956.0
Rovigo;2017-11;Italia;4968.0;1076.0;6044.0
Rovigo;2017-11;Mondo;8301.0;1367.0;9668.0
Rovigo;2017-11;Paesi esteri;3333.0;291.0;3624.0
Rovigo;2017-12;Italia;5326.0;1121.0;6447.0
Rovigo;2017-12;Mondo;8137.0;1262.0;9399.0
Rovigo;2017-12;Paesi esteri;2811.0;141.0;2952.0
Rovigo;2018-01;Italia;4551.0;780.0;5331.0
Rovigo;2018-01;Mondo;7878.0;1101.0;8979.0
Rovigo;2018-01;Paesi esteri;3327.0;321.0;3648.0
Rovigo;2018-02;Italia;4540.0;799.0;5339.0
Rovigo;2018-02;Mondo;7871.0;954.0;8825.0
Rovigo;2018-02;Paesi esteri;3331.0;155.0;3486.0
Rovigo;2018-03;Italia;5857.0;1706.0;7563.0
Rovigo;2018-03;Mondo;9803.0;2698.0;12501.0
Rovigo;2018-03;Paesi esteri;3946.0;992.0;4938.0
Rovigo;2018-04;Italia;8730.0;3383.0;12113.0
Rovigo;2018-04;Mondo;14440.0;4422.0;18862.0
Rovigo;2018-04;Paesi esteri;5710.0;1039.0;6749.0
Rovigo;2018-05;Italia;7393.0;5184.0;12577.0
Rovigo;2018-05;Mondo;14174.0;14039.0;28213.0
Rovigo;2018-05;Paesi esteri;6781.0;8855.0;15636.0
Rovigo;2018-06;Italia;8771.0;25789.0;34560.0
Rovigo;2018-06;Mondo;15517.0;36836.0;52353.0
Rovigo;2018-06;Paesi esteri;6746.0;11047.0;17793.0
Rovigo;2018-07;Italia;8357.0;18291.0;26648.0
Rovigo;2018-07;Mondo;16244.0;41597.0;57841.0
Rovigo;2018-07;Paesi esteri;7887.0;23306.0;31193.0
Rovigo;2018-08;Italia;8410.0;22101.0;30511.0
Rovigo;2018-08;Mondo;14957.0;43605.0;58562.0
Rovigo;2018-08;Paesi esteri;6547.0;21504.0;28051.0
Rovigo;2018-09;Italia;7203.0;6207.0;13410.0
Rovigo;2018-09;Mondo;13964.0;12311.0;26275.0
Rovigo;2018-09;Paesi esteri;6761.0;6104.0;12865.0
Rovigo;2018-10;Italia;6335.0;1599.0;7934.0
Rovigo;2018-10;Mondo;11701.0;2169.0;13870.0
Rovigo;2018-10;Paesi esteri;5366.0;570.0;5936.0
Rovigo;2018-11;Italia;5805.0;1209.0;7014.0
Rovigo;2018-11;Mondo;8655.0;1574.0;10229.0
Rovigo;2018-11;Paesi esteri;2850.0;365.0;3215.0
Rovigo;2018-12;Italia;5216.0;1062.0;6278.0
Rovigo;2018-12;Mondo;7150.0;1253.0;8403.0
Rovigo;2018-12;Paesi esteri;1934.0;191.0;2125.0
Rovigo;2019-01;Italia;4778.0;986.0;5764.0
Rovigo;2019-01;Mondo;6699.0;1317.0;8016.0
Rovigo;2019-01;Paesi esteri;1921.0;331.0;2252.0
Rovigo;2019-02;Italia;4618.0;916.0;5534.0
Rovigo;2019-02;Mondo;7340.0;1162.0;8502.0
Rovigo;2019-02;Paesi esteri;2722.0;246.0;2968.0
Rovigo;2019-03;Italia;6309.0;1560.0;7869.0
Rovigo;2019-03;Mondo;9743.0;1931.0;11674.0
Rovigo;2019-03;Paesi esteri;3434.0;371.0;3805.0
Rovigo;2019-04;Italia;8340.0;3626.0;11966.0
Rovigo;2019-04;Mondo;13290.0;5520.0;18810.0
Rovigo;2019-04;Paesi esteri;4950.0;1894.0;6844.0
Rovigo;2019-05;Italia;7445.0;5555.0;13000.0
Rovigo;2019-05;Mondo;15241.0;8147.0;23388.0
Rovigo;2019-05;Paesi esteri;7796.0;2592.0;10388.0
Rovigo;2019-06;Italia;9173.0;23157.0;32330.0
Rovigo;2019-06;Mondo;16898.0;40961.0;57859.0
Rovigo;2019-06;Paesi esteri;7725.0;17804.0;25529.0
Rovigo;2019-07;Italia;9019.0;17891.0;26910.0
Rovigo;2019-07;Mondo;16633.0;39758.0;56391.0
Rovigo;2019-07;Paesi esteri;7614.0;21867.0;29481.0
Rovigo;2019-08;Italia;9580.0;27918.0;37498.0
Rovigo;2019-08;Mondo;16771.0;51766.0;68537.0
Rovigo;2019-08;Paesi esteri;7191.0;23848.0;31039.0
Rovigo;2019-09;Italia;7115.0;4914.0;12029.0
Rovigo;2019-09;Mondo;13908.0;8606.0;22514.0
Rovigo;2019-09;Paesi esteri;6793.0;3692.0;10485.0
Rovigo;2019-10;Italia;6272.0;2052.0;8324.0
Rovigo;2019-10;Mondo;11783.0;2718.0;14501.0
Rovigo;2019-10;Paesi esteri;5511.0;666.0;6177.0
Rovigo;2019-11;Italia;5709.0;1723.0;7432.0
Rovigo;2019-11;Mondo;8721.0;2187.0;10908.0
Rovigo;2019-11;Paesi esteri;3012.0;464.0;3476.0
Rovigo;2019-12;Italia;5329.0;1376.0;6705.0
Rovigo;2019-12;Mondo;7439.0;1624.0;9063.0
Rovigo;2019-12;Paesi esteri;2110.0;248.0;2358.0
Rovigo;2020-01;Italia;4818.0;1122.0;5940.0
Rovigo;2020-01;Mondo;7763.0;1643.0;9406.0
Rovigo;2020-01;Paesi esteri;2945.0;521.0;3466.0
Rovigo;2020-02;Italia;4399.0;1158.0;5557.0
Rovigo;2020-02;Mondo;6041.0;1539.0;7580.0
Rovigo;2020-02;Paesi esteri;1642.0;381.0;2023.0
Rovigo;2020-03;Italia;1042.0;371.0;1413.0
Rovigo;2020-03;Mondo;1248.0;517.0;1765.0
Rovigo;2020-03;Paesi esteri;206.0;146.0;352.0
Rovigo;2020-04;Italia;216.0;164.0;380.0
Rovigo;2020-04;Mondo;245.0;203.0;448.0
Rovigo;2020-04;Paesi esteri;29.0;39.0;68.0
Rovigo;2020-05;Italia;1346.0;1114.0;2460.0
Rovigo;2020-05;Mondo;1460.0;1237.0;2697.0
Rovigo;2020-05;Paesi esteri;114.0;123.0;237.0
Rovigo;2020-06;Italia;5162.0;16483.0;21645.0
Rovigo;2020-06;Mondo;5788.0;18137.0;23925.0
Rovigo;2020-06;Paesi esteri;626.0;1654.0;2280.0
Rovigo;2020-07;Italia;7570.0;24086.0;31656.0
Rovigo;2020-07;Mondo;8765.0;30714.0;39479.0
Rovigo;2020-07;Paesi esteri;1195.0;6628.0;7823.0
Rovigo;2020-08;Italia;8264.0;34834.0;43098.0
Rovigo;2020-08;Mondo;9661.0;49097.0;58758.0
Rovigo;2020-08;Paesi esteri;1397.0;14263.0;15660.0
Rovigo;2020-09;Italia;6608.0;8524.0;15132.0
Rovigo;2020-09;Mondo;7818.0;11516.0;19334.0
Rovigo;2020-09;Paesi esteri;1210.0;2992.0;4202.0
Rovigo;2020-10;Italia;4843.0;1700.0;6543.0
Rovigo;2020-10;Mondo;5541.0;2071.0;7612.0
Rovigo;2020-10;Paesi esteri;698.0;371.0;1069.0
Rovigo;2020-11;Italia;2679.0;914.0;3593.0
Rovigo;2020-11;Mondo;3108.0;1117.0;4225.0
Rovigo;2020-11;Paesi esteri;429.0;203.0;632.0
Rovigo;2020-12;Italia;2095.0;557.0;2652.0
Rovigo;2020-12;Mondo;2376.0;672.0;3048.0
Rovigo;2020-12;Paesi esteri;281.0;115.0;396.0
Rovigo;2021-01;Italia;1886.0;498.0;2384.0
Rovigo;2021-01;Mondo;2108.0;601.0;2709.0
Rovigo;2021-01;Paesi esteri;222.0;103.0;325.0
Rovigo;2021-02;Italia;3296.0;881.0;4177.0
Rovigo;2021-02;Mondo;4065.0;1290.0;5355.0
Rovigo;2021-02;Paesi esteri;769.0;409.0;1178.0
Rovigo;2021-03;Italia;2703.0;882.0;3585.0
Rovigo;2021-03;Mondo;3012.0;1045.0;4057.0
Rovigo;2021-03;Paesi esteri;309.0;163.0;472.0
Rovigo;2021-04;Italia;2733.0;958.0;3691.0
Rovigo;2021-04;Mondo;2979.0;1049.0;4028.0
Rovigo;2021-04;Paesi esteri;246.0;91.0;337.0
Rovigo;2021-05;Italia;5257.0;5430.0;10687.0
Rovigo;2021-05;Mondo;5921.0;8675.0;14596.0
Rovigo;2021-05;Paesi esteri;664.0;3245.0;3909.0
Rovigo;2021-06;Italia;8237.0;24530.0;32767.0
Rovigo;2021-06;Mondo;9676.0;28601.0;38277.0
Rovigo;2021-06;Paesi esteri;1439.0;4071.0;5510.0
Rovigo;2021-07;Italia;9107.0;28400.0;37507.0
Rovigo;2021-07;Mondo;11843.0;43393.0;55236.0
Rovigo;2021-07;Paesi esteri;2736.0;14993.0;17729.0
Rovigo;2021-08;Italia;9514.0;27614.0;37128.0
Rovigo;2021-08;Mondo;12670.0;45610.0;58280.0
Rovigo;2021-08;Paesi esteri;3156.0;17996.0;21152.0
Rovigo;2021-09;Italia;7574.0;8634.0;16208.0
Rovigo;2021-09;Mondo;9926.0;13757.0;23683.0
Rovigo;2021-09;Paesi esteri;2352.0;5123.0;7475.0
Rovigo;2021-10;Italia;7104.0;2345.0;9449.0
Rovigo;2021-10;Mondo;8717.0;3107.0;11824.0
Rovigo;2021-10;Paesi esteri;1613.0;762.0;2375.0
Rovigo;2021-11;Italia;4662.0;1173.0;5835.0
Rovigo;2021-11;Mondo;5893.0;1469.0;7362.0
Rovigo;2021-11;Paesi esteri;1231.0;296.0;1527.0
Rovigo;2021-12;Italia;3874.0;664.0;4538.0
Rovigo;2021-12;Mondo;4288.0;751.0;5039.0
Rovigo;2021-12;Paesi esteri;414.0;87.0;501.0
Treviso;2008-01;Italia;20665.0;3777.0;24442.0
Treviso;2008-01;Paesi esteri;14422.0;1236.0;15658.0
Treviso;2008-02;Italia;22247.0;3911.0;26158.0
Treviso;2008-02;Paesi esteri;15786.0;1141.0;16927.0
Treviso;2008-03;Italia;24049.0;5451.0;29500.0
Treviso;2008-03;Paesi esteri;17357.0;2018.0;19375.0
Treviso;2008-04;Italia;23619.0;5771.0;29390.0
Treviso;2008-04;Paesi esteri;20935.0;2423.0;23358.0
Treviso;2008-05;Italia;31044.0;7615.0;38659.0
Treviso;2008-05;Paesi esteri;30240.0;3787.0;34027.0
Treviso;2008-06;Italia;24199.0;5364.0;29563.0
Treviso;2008-06;Paesi esteri;29218.0;2819.0;32037.0
Treviso;2008-07;Italia;22838.0;5253.0;28091.0
Treviso;2008-07;Paesi esteri;33408.0;4110.0;37518.0
Treviso;2008-08;Italia;12686.0;4410.0;17096.0
Treviso;2008-08;Paesi esteri;31154.0;3429.0;34583.0
Treviso;2008-09;Italia;25691.0;5649.0;31340.0
Treviso;2008-09;Paesi esteri;30960.0;3675.0;34635.0
Treviso;2008-10;Italia;27060.0;5823.0;32883.0
Treviso;2008-10;Paesi esteri;26234.0;2904.0;29138.0
Treviso;2008-11;Italia;23305.0;4686.0;27991.0
Treviso;2008-11;Paesi esteri;14514.0;1422.0;15936.0
Treviso;2008-12;Italia;21134.0;4581.0;25715.0
Treviso;2008-12;Paesi esteri;11191.0;1192.0;12383.0
Treviso;2009-01;Italia;18775.0;3843.0;22618.0
Treviso;2009-01;Paesi esteri;11886.0;787.0;12673.0
Treviso;2009-02;Italia;21252.0;4193.0;25445.0
Treviso;2009-02;Paesi esteri;14795.0;1231.0;16026.0
Treviso;2009-03;Italia;24039.0;5097.0;29136.0
Treviso;2009-03;Paesi esteri;14872.0;1575.0;16447.0
Treviso;2009-04;Italia;22332.0;5899.0;28231.0
Treviso;2009-04;Paesi esteri;20649.0;2921.0;23570.0
Treviso;2009-05;Italia;26832.0;6768.0;33600.0
Treviso;2009-05;Paesi esteri;25226.0;3518.0;28744.0
Treviso;2009-06;Italia;22332.0;5073.0;27405.0
Treviso;2009-06;Paesi esteri;24633.0;3094.0;27727.0
Treviso;2009-07;Italia;20516.0;4857.0;25373.0
Treviso;2009-07;Paesi esteri;30613.0;4247.0;34860.0
Treviso;2009-08;Italia;12586.0;4044.0;16630.0
Treviso;2009-08;Paesi esteri;28215.0;3802.0;32017.0
Treviso;2009-09;Italia;23787.0;5656.0;29443.0
Treviso;2009-09;Paesi esteri;27848.0;3600.0;31448.0
Treviso;2009-10;Italia;25496.0;5694.0;31190.0
Treviso;2009-10;Paesi esteri;24085.0;3364.0;27449.0
Treviso;2009-11;Italia;22564.0;4959.0;27523.0
Treviso;2009-11;Paesi esteri;13289.0;1376.0;14665.0
Treviso;2009-12;Italia;21337.0;4759.0;26096.0
Treviso;2009-12;Paesi esteri;10516.0;1014.0;11530.0
Treviso;2010-01;Italia;19567.0;3931.0;23498.0
Treviso;2010-01;Paesi esteri;10379.0;999.0;11378.0
Treviso;2010-02;Italia;23311.0;4406.0;27717.0
Treviso;2010-02;Paesi esteri;15553.0;1367.0;16920.0
Treviso;2010-03;Italia;29185.0;5714.0;34899.0
Treviso;2010-03;Paesi esteri;15621.0;2155.0;17776.0
Treviso;2010-04;Italia;25691.0;6196.0;31887.0
Treviso;2010-04;Paesi esteri;21448.0;2963.0;24411.0
Treviso;2010-05;Italia;28485.0;6554.0;35039.0
Treviso;2010-05;Paesi esteri;26543.0;4021.0;30564.0
Treviso;2010-06;Italia;23433.0;5702.0;29135.0
Treviso;2010-06;Paesi esteri;28733.0;3544.0;32277.0
Treviso;2010-07;Italia;21773.0;5264.0;27037.0
Treviso;2010-07;Paesi esteri;33831.0;4339.0;38170.0
Treviso;2010-08;Italia;14306.0;4813.0;19119.0
Treviso;2010-08;Paesi esteri;28506.0;3882.0;32388.0
Treviso;2010-09;Italia;25741.0;5957.0;31698.0
Treviso;2010-09;Paesi esteri;31718.0;3982.0;35700.0
Treviso;2010-10;Italia;26796.0;6815.0;33611.0
Treviso;2010-10;Paesi esteri;25164.0;3309.0;28473.0
Treviso;2010-11;Italia;23373.0;5613.0;28986.0
Treviso;2010-11;Paesi esteri;14322.0;1652.0;15974.0
Treviso;2010-12;Italia;22124.0;4776.0;26900.0
Treviso;2010-12;Paesi esteri;10884.0;1222.0;12106.0
Treviso;2011-01;Italia;19434.0;4116.0;23550.0
Treviso;2011-01;Paesi esteri;10483.0;947.0;11430.0
Treviso;2011-02;Italia;22169.0;4820.0;26989.0
Treviso;2011-02;Paesi esteri;14002.0;1308.0;15310.0
Treviso;2011-03;Italia;24834.0;6307.0;31141.0
Treviso;2011-03;Paesi esteri;18339.0;2001.0;20340.0
Treviso;2011-04;Italia;23748.0;6641.0;30389.0
Treviso;2011-04;Paesi esteri;28446.0;4053.0;32499.0
Treviso;2011-05;Italia;28172.0;6510.0;34682.0
Treviso;2011-05;Paesi esteri;32394.0;3481.0;35875.0
Treviso;2011-06;Italia;24858.0;6162.0;31020.0
Treviso;2011-06;Paesi esteri;38408.0;4570.0;42978.0
Treviso;2011-07;Italia;23448.0;6532.0;29980.0
Treviso;2011-07;Paesi esteri;41919.0;5010.0;46929.0
Treviso;2011-08;Italia;15523.0;5054.0;20577.0
Treviso;2011-08;Paesi esteri;36692.0;4394.0;41086.0
Treviso;2011-09;Italia;25359.0;6308.0;31667.0
Treviso;2011-09;Paesi esteri;38566.0;4393.0;42959.0
Treviso;2011-10;Italia;27070.0;6924.0;33994.0
Treviso;2011-10;Paesi esteri;30222.0;3547.0;33769.0
Treviso;2011-11;Italia;22978.0;5677.0;28655.0
Treviso;2011-11;Paesi esteri;15916.0;1469.0;17385.0
Treviso;2011-12;Italia;23833.0;5624.0;29457.0
Treviso;2011-12;Paesi esteri;12782.0;1148.0;13930.0
Treviso;2012-01;Italia;20865.0;4687.0;25552.0
Treviso;2012-01;Paesi esteri;15112.0;1180.0;16292.0
Treviso;2012-02;Italia;22428.0;4393.0;26821.0
Treviso;2012-02;Paesi esteri;17320.0;1276.0;18596.0
Treviso;2012-03;Italia;26466.0;6097.0;32563.0
Treviso;2012-03;Paesi esteri;19404.0;2420.0;21824.0
Treviso;2012-04;Italia;24698.0;6932.0;31630.0
Treviso;2012-04;Paesi esteri;32179.0;3877.0;36056.0
Treviso;2012-05;Italia;30143.0;6787.0;36930.0
Treviso;2012-05;Paesi esteri;41544.0;4587.0;46131.0
Treviso;2012-06;Italia;25680.0;6068.0;31748.0
Treviso;2012-06;Paesi esteri;40608.0;4614.0;45222.0
Treviso;2012-07;Italia;23145.0;5681.0;28826.0
Treviso;2012-07;Paesi esteri;49354.0;5865.0;55219.0
Treviso;2012-08;Italia;16170.0;4858.0;21028.0
Treviso;2012-08;Paesi esteri;41676.0;4927.0;46603.0
Treviso;2012-09;Italia;26546.0;5819.0;32365.0
Treviso;2012-09;Paesi esteri;41526.0;5224.0;46750.0
Treviso;2012-10;Italia;26964.0;6521.0;33485.0
Treviso;2012-10;Paesi esteri;36025.0;3821.0;39846.0
Treviso;2012-11;Italia;24001.0;5324.0;29325.0
Treviso;2012-11;Paesi esteri;18695.0;1612.0;20307.0
Treviso;2012-12;Italia;22931.0;5386.0;28317.0
Treviso;2012-12;Paesi esteri;14154.0;1460.0;15614.0
Treviso;2013-01;Italia;20897.0;4336.0;25233.0
Treviso;2013-01;Paesi esteri;11914.0;1302.0;13216.0
Treviso;2013-02;Italia;22237.0;4366.0;26603.0
Treviso;2013-02;Paesi esteri;17576.0;1462.0;19038.0
Treviso;2013-03;Italia;26583.0;6109.0;32692.0
Treviso;2013-03;Paesi esteri;20674.0;2487.0;23161.0
Treviso;2013-04;Italia;23827.0;6200.0;30027.0
Treviso;2013-04;Paesi esteri;28043.0;3309.0;31352.0
Treviso;2013-05;Italia;28707.0;6599.0;35306.0
Treviso;2013-05;Paesi esteri;41371.0;5758.0;47129.0
Treviso;2013-06;Italia;24235.0;6512.0;30747.0
Treviso;2013-06;Paesi esteri;40331.0;4398.0;44729.0
Treviso;2013-07;Italia;23917.0;5789.0;29706.0
Treviso;2013-07;Paesi esteri;49209.0;6386.0;55595.0
Treviso;2013-08;Italia;16275.0;5216.0;21491.0
