Territorio;Periodo;Provenienza;Arrivi Hotel;Arrivi Altro;Arrivi Totali
Padova;2009-09;Paesi esteri;51195.0;2446.0;53641.0
Padova;2009-10;Italia;73037.0;3339.0;76376.0
Padova;2009-10;Paesi esteri;49912.0;1992.0;51904.0
Padova;2009-11;Italia;68619.0;2299.0;70918.0
Padova;2009-11;Paesi esteri;24895.0;791.0;25686.0
Padova;2009-12;Italia;60327.0;1785.0;62112.0
Padova;2009-12;Paesi esteri;16975.0;523.0;17498.0
Padova;2010-01;Italia;53699.0;2192.0;55891.0
Padova;2010-01;Paesi esteri;14029.0;457.0;14486.0
Padova;2010-02;Italia;58558.0;2107.0;60665.0
Padova;2010-02;Paesi esteri;21449.0;868.0;22317.0
Padova;2010-03;Italia;62204.0;3128.0;65332.0
Padova;2010-03;Paesi esteri;33117.0;1187.0;34304.0
Padova;2010-04;Italia;72739.0;3880.0;76619.0
Padova;2010-04;Paesi esteri;52020.0;2046.0;54066.0
Padova;2010-05;Italia;66922.0;3780.0;70702.0
Padova;2010-05;Paesi esteri;68594.0;2414.0;71008.0
Padova;2010-06;Italia;56064.0;4015.0;60079.0
Padova;2010-06;Paesi esteri;51783.0;2379.0;54162.0
Padova;2010-07;Italia;47365.0;2819.0;50184.0
Padova;2010-07;Paesi esteri;59076.0;3834.0;62910.0
Padova;2010-08;Italia;60851.0;3149.0;64000.0
Padova;2010-08;Paesi esteri;55781.0;4093.0;59874.0
Padova;2010-09;Italia;72432.0;4035.0;76467.0
Padova;2010-09;Paesi esteri;61740.0;2774.0;64514.0
Padova;2010-10;Italia;87060.0;5129.0;92189.0
Padova;2010-10;Paesi esteri;58240.0;2079.0;60319.0
Padova;2010-11;Italia;71571.0;2779.0;74350.0
Padova;2010-11;Paesi esteri;28559.0;702.0;29261.0
Padova;2010-12;Italia;58049.0;2391.0;60440.0
Padova;2010-12;Paesi esteri;16754.0;539.0;17293.0
Padova;2011-01;Italia;59666.0;2303.0;61969.0
Padova;2011-01;Paesi esteri;17082.0;389.0;17471.0
Padova;2011-02;Italia;55682.0;2049.0;57731.0
Padova;2011-02;Paesi esteri;18898.0;646.0;19544.0
Padova;2011-03;Italia;73844.0;3262.0;77106.0
Padova;2011-03;Paesi esteri;38765.0;1158.0;39923.0
Padova;2011-04;Italia;69851.0;3918.0;73769.0
Padova;2011-04;Paesi esteri;61448.0;2586.0;64034.0
Padova;2011-05;Italia;62352.0;3697.0;66049.0
Padova;2011-05;Paesi esteri;73268.0;2086.0;75354.0
Padova;2011-06;Italia;62186.0;3357.0;65543.0
Padova;2011-06;Paesi esteri;76151.0;2531.0;78682.0
Padova;2011-07;Italia;48270.0;3339.0;51609.0
Padova;2011-07;Paesi esteri;77681.0;4612.0;82293.0
Padova;2011-08;Italia;58805.0;2457.0;61262.0
Padova;2011-08;Paesi esteri;70412.0;3562.0;73974.0
Padova;2011-09;Italia;72037.0;4206.0;76243.0
Padova;2011-09;Paesi esteri;69437.0;2399.0;71836.0
Padova;2011-10;Italia;85862.0;4709.0;90571.0
Padova;2011-10;Paesi esteri;62167.0;2076.0;64243.0
Padova;2011-11;Italia;67908.0;3074.0;70982.0
Padova;2011-11;Paesi esteri;28400.0;653.0;29053.0
Padova;2011-12;Italia;62158.0;2626.0;64784.0
Padova;2011-12;Paesi esteri;20195.0;497.0;20692.0
Padova;2012-01;Italia;56324.0;2242.0;58566.0
Padova;2012-01;Paesi esteri;19926.0;507.0;20433.0
Padova;2012-02;Italia;53070.0;2527.0;55597.0
Padova;2012-02;Paesi esteri;20743.0;895.0;21638.0
Padova;2012-03;Italia;72425.0;3408.0;75833.0
Padova;2012-03;Paesi esteri;37471.0;1159.0;38630.0
Padova;2012-04;Italia;73982.0;4634.0;78616.0
Padova;2012-04;Paesi esteri;62327.0;2301.0;64628.0
Padova;2012-05;Italia;56545.0;4277.0;60822.0
Padova;2012-05;Paesi esteri;77992.0;2176.0;80168.0
Padova;2012-06;Italia;55081.0;3962.0;59043.0
Padova;2012-06;Paesi esteri;69119.0;2318.0;71437.0
Padova;2012-07;Italia;47540.0;3320.0;50860.0
Padova;2012-07;Paesi esteri;75731.0;4142.0;79873.0
Padova;2012-08;Italia;55372.0;3108.0;58480.0
Padova;2012-08;Paesi esteri;67636.0;3820.0;71456.0
Padova;2012-09;Italia;71610.0;4887.0;76497.0
Padova;2012-09;Paesi esteri;69033.0;2724.0;71757.0
Padova;2012-10;Italia;75365.0;4497.0;79862.0
Padova;2012-10;Paesi esteri;66803.0;2077.0;68880.0
Padova;2012-11;Italia;79349.0;3875.0;83224.0
Padova;2012-11;Paesi esteri;33249.0;640.0;33889.0
Padova;2012-12;Italia;61916.0;3029.0;64945.0
Padova;2012-12;Paesi esteri;21082.0;586.0;21668.0
Padova;2013-01;Italia;50650.0;2935.0;53585.0
Padova;2013-01;Paesi esteri;19584.0;464.0;20048.0
Padova;2013-02;Italia;57153.0;3147.0;60300.0
Padova;2013-02;Paesi esteri;25116.0;734.0;25850.0
Padova;2013-03;Italia;76856.0;4540.0;81396.0
Padova;2013-03;Paesi esteri;44570.0;1314.0;45884.0
Padova;2013-04;Italia;70032.0;4813.0;74845.0
Padova;2013-04;Paesi esteri;59355.0;1847.0;61202.0
Padova;2013-05;Italia;62467.0;4884.0;67351.0
Padova;2013-05;Paesi esteri;86465.0;2952.0;89417.0
Padova;2013-06;Italia;60281.0;5135.0;65416.0
Padova;2013-06;Paesi esteri;76748.0;2841.0;79589.0
Padova;2013-07;Italia;51440.0;4629.0;56069.0
Padova;2013-07;Paesi esteri;79676.0;4647.0;84323.0
Padova;2013-08;Italia;55826.0;4160.0;59986.0
Padova;2013-08;Paesi esteri;82313.0;4870.0;87183.0
Padova;2013-09;Italia;70013.0;5875.0;75888.0
Padova;2013-09;Paesi esteri;77664.0;3038.0;80702.0
Padova;2013-10;Italia;75642.0;5009.0;80651.0
Padova;2013-10;Paesi esteri;65771.0;2189.0;67960.0
Padova;2013-11;Italia;79601.0;4419.0;84020.0
Padova;2013-11;Paesi esteri;31906.0;890.0;32796.0
Padova;2013-12;Italia;59312.0;3334.0;62646.0
Padova;2013-12;Paesi esteri;24092.0;593.0;24685.0
Padova;2014-01;Italia;55681.0;3640.0;59321.0
Padova;2014-01;Paesi esteri;20303.0;617.0;20920.0
Padova;2014-02;Italia;54498.0;3813.0;58311.0
Padova;2014-02;Paesi esteri;20869.0;933.0;21802.0
Padova;2014-03;Italia;72466.0;5496.0;77962.0
Padova;2014-03;Paesi esteri;41550.0;1325.0;42875.0
Padova;2014-04;Italia;74623.0;6249.0;80872.0
Padova;2014-04;Paesi esteri;71521.0;2804.0;74325.0
Padova;2014-05;Italia;70335.0;6723.0;77058.0
Padova;2014-05;Paesi esteri;84727.0;3107.0;87834.0
Padova;2014-06;Italia;56399.0;5161.0;61560.0
Padova;2014-06;Paesi esteri;74629.0;3245.0;77874.0
Padova;2014-07;Italia;49218.0;4961.0;54179.0
Padova;2014-07;Paesi esteri;83348.0;4780.0;88128.0
Padova;2014-08;Italia;61877.0;3728.0;65605.0
Padova;2014-08;Paesi esteri;82705.0;5081.0;87786.0
Padova;2014-09;Italia;71944.0;6801.0;78745.0
Padova;2014-09;Paesi esteri;74228.0;3608.0;77836.0
Padova;2014-10;Italia;78936.0;6461.0;85397.0
Padova;2014-10;Paesi esteri;68703.0;2665.0;71368.0
Padova;2014-11;Italia;84973.0;4816.0;89789.0
Padova;2014-11;Paesi esteri;39471.0;1083.0;40554.0
Padova;2014-12;Italia;72555.0;4588.0;77143.0
Padova;2014-12;Paesi esteri;28171.0;704.0;28875.0
Padova;2015-01;Italia;62926.0;4566.0;67492.0
Padova;2015-01;Paesi esteri;23852.0;702.0;24554.0
Padova;2015-02;Italia;64547.0;4049.0;68596.0
Padova;2015-02;Paesi esteri;30792.0;1068.0;31860.0
Padova;2015-03;Italia;74180.0;5493.0;79673.0
Padova;2015-03;Paesi esteri;47629.0;1510.0;49139.0
Padova;2015-04;Italia;81262.0;6623.0;87885.0
Padova;2015-04;Paesi esteri;70711.0;2989.0;73700.0
Padova;2015-05;Italia;76778.0;7394.0;84172.0
Padova;2015-05;Paesi esteri;96278.0;3949.0;100227.0
Padova;2015-06;Italia;57124.0;6203.0;63327.0
Padova;2015-06;Paesi esteri;85580.0;3720.0;89300.0
Padova;2015-07;Italia;51555.0;5805.0;57360.0
Padova;2015-07;Paesi esteri;96508.0;5629.0;102137.0
Padova;2015-08;Italia;66922.0;4614.0;71536.0
Padova;2015-08;Paesi esteri;93669.0;5666.0;99335.0
Padova;2015-09;Italia;70452.0;6851.0;77303.0
Padova;2015-09;Paesi esteri;80741.0;4568.0;85309.0
Padova;2015-10;Italia;83851.0;7539.0;91390.0
Padova;2015-10;Paesi esteri;74749.0;3444.0;78193.0
Padova;2015-11;Italia;83669.0;5578.0;89247.0
Padova;2015-11;Paesi esteri;39555.0;1224.0;40779.0
Padova;2015-12;Italia;79986.0;5036.0;85022.0
Padova;2015-12;Paesi esteri;27733.0;1037.0;28770.0
Padova;2016-01;Italia;69511.0;5374.0;74885.0
Padova;2016-01;Mondo;94700.0;6512.0;101212.0
Padova;2016-01;Paesi esteri;25189.0;1138.0;26327.0
Padova;2016-02;Italia;75497.0;5463.0;80960.0
Padova;2016-02;Mondo;105963.0;6787.0;112750.0
Padova;2016-02;Paesi esteri;30466.0;1324.0;31790.0
Padova;2016-03;Italia;81837.0;6701.0;88538.0
Padova;2016-03;Mondo;135982.0;9297.0;145279.0
Padova;2016-03;Paesi esteri;54145.0;2596.0;56741.0
Padova;2016-04;Italia;85392.0;7456.0;92848.0
Padova;2016-04;Mondo;153457.0;10669.0;164126.0
Padova;2016-04;Paesi esteri;68065.0;3213.0;71278.0
Padova;2016-05;Italia;68774.0;7398.0;76172.0
Padova;2016-05;Mondo;159897.0;12261.0;172158.0
Padova;2016-05;Paesi esteri;91123.0;4863.0;95986.0
Padova;2016-06;Italia;65155.0;7204.0;72359.0
Padova;2016-06;Mondo;141042.0;11480.0;152522.0
Padova;2016-06;Paesi esteri;75887.0;4276.0;80163.0
Padova;2016-07;Italia;56489.0;6561.0;63050.0
Padova;2016-07;Mondo;144397.0;13405.0;157802.0
Padova;2016-07;Paesi esteri;87908.0;6844.0;94752.0
Padova;2016-08;Italia;69486.0;5659.0;75145.0
Padova;2016-08;Mondo;148094.0;13222.0;161316.0
Padova;2016-08;Paesi esteri;78608.0;7563.0;86171.0
Padova;2016-09;Italia;77617.0;7950.0;85567.0
Padova;2016-09;Mondo;154864.0;13696.0;168560.0
Padova;2016-09;Paesi esteri;77247.0;5746.0;82993.0
Padova;2016-10;Italia;95737.0;9297.0;105034.0
Padova;2016-10;Mondo;169010.0;13824.0;182834.0
Padova;2016-10;Paesi esteri;73273.0;4527.0;77800.0
Padova;2016-11;Italia;88762.0;6734.0;95496.0
Padova;2016-11;Mondo;129972.0;8576.0;138548.0
Padova;2016-11;Paesi esteri;41210.0;1842.0;43052.0
Padova;2016-12;Italia;83112.0;6430.0;89542.0
Padova;2016-12;Mondo;111322.0;7911.0;119233.0
Padova;2016-12;Paesi esteri;28210.0;1481.0;29691.0
Padova;2017-01;Italia;75614.0;5794.0;81408.0
Padova;2017-01;Mondo;102756.0;7313.0;110069.0
Padova;2017-01;Paesi esteri;27142.0;1519.0;28661.0
Padova;2017-02;Italia;74939.0;5538.0;80477.0
Padova;2017-02;Mondo;107891.0;7317.0;115208.0
Padova;2017-02;Paesi esteri;32952.0;1779.0;34731.0
Padova;2017-03;Italia;86488.0;6957.0;93445.0
Padova;2017-03;Mondo;137980.0;9392.0;147372.0
Padova;2017-03;Paesi esteri;51492.0;2435.0;53927.0
Padova;2017-04;Italia;91926.0;10309.0;102235.0
Padova;2017-04;Mondo;171329.0;15816.0;187145.0
Padova;2017-04;Paesi esteri;79403.0;5507.0;84910.0
Padova;2017-05;Italia;71548.0;8279.0;79827.0
Padova;2017-05;Mondo;162182.0;14212.0;176394.0
Padova;2017-05;Paesi esteri;90634.0;5933.0;96567.0
Padova;2017-06;Italia;66382.0;8127.0;74509.0
Padova;2017-06;Mondo;149432.0;14728.0;164160.0
Padova;2017-06;Paesi esteri;83050.0;6601.0;89651.0
Padova;2017-07;Italia;56138.0;6501.0;62639.0
Padova;2017-07;Mondo;142516.0;16804.0;159320.0
Padova;2017-07;Paesi esteri;86378.0;10303.0;96681.0
Padova;2017-08;Italia;67923.0;5786.0;73709.0
Padova;2017-08;Mondo;146019.0;15609.0;161628.0
Padova;2017-08;Paesi esteri;78096.0;9823.0;87919.0
Padova;2017-09;Italia;82339.0;8898.0;91237.0
Padova;2017-09;Mondo;161700.0;16699.0;178399.0
Padova;2017-09;Paesi esteri;79361.0;7801.0;87162.0
Padova;2017-10;Italia;92203.0;9472.0;101675.0
Padova;2017-10;Mondo;168320.0;15491.0;183811.0
Padova;2017-10;Paesi esteri;76117.0;6019.0;82136.0
Padova;2017-11;Italia;95213.0;8035.0;103248.0
Padova;2017-11;Mondo;136846.0;10312.0;147158.0
Padova;2017-11;Paesi esteri;41633.0;2277.0;43910.0
Padova;2017-12;Italia;90203.0;7879.0;98082.0
Padova;2017-12;Mondo;118975.0;9908.0;128883.0
Padova;2017-12;Paesi esteri;28772.0;2029.0;30801.0
Padova;2018-01;Italia;71364.0;6596.0;77960.0
Padova;2018-01;Mondo;98514.0;8507.0;107021.0
Padova;2018-01;Paesi esteri;27150.0;1911.0;29061.0
Padova;2018-02;Italia;76532.0;7014.0;83546.0
Padova;2018-02;Mondo;110631.0;9340.0;119971.0
Padova;2018-02;Paesi esteri;34099.0;2326.0;36425.0
Padova;2018-03;Italia;91416.0;8899.0;100315.0
Padova;2018-03;Mondo;143143.0;13234.0;156377.0
Padova;2018-03;Paesi esteri;51727.0;4335.0;56062.0
Padova;2018-04;Italia;87688.0;11404.0;99092.0
Padova;2018-04;Mondo;158802.0;17437.0;176239.0
Padova;2018-04;Paesi esteri;71114.0;6033.0;77147.0
Padova;2018-05;Italia;69792.0;9100.0;78892.0
Padova;2018-05;Mondo;156822.0;16976.0;173798.0
Padova;2018-05;Paesi esteri;87030.0;7876.0;94906.0
Padova;2018-06;Italia;73640.0;11391.0;85031.0
Padova;2018-06;Mondo;148212.0;19545.0;167757.0
Padova;2018-06;Paesi esteri;74572.0;8154.0;82726.0
Padova;2018-07;Italia;58653.0;7160.0;65813.0
Padova;2018-07;Mondo;137383.0;18237.0;155620.0
Padova;2018-07;Paesi esteri;78730.0;11077.0;89807.0
Padova;2018-08;Italia;68424.0;6476.0;74900.0
Padova;2018-08;Mondo;142236.0;16506.0;158742.0
Padova;2018-08;Paesi esteri;73812.0;10030.0;83842.0
Padova;2018-09;Italia;83137.0;10254.0;93391.0
Padova;2018-09;Mondo;157724.0;17940.0;175664.0
Padova;2018-09;Paesi esteri;74587.0;7686.0;82273.0
Padova;2018-10;Italia;86241.0;10688.0;96929.0
Padova;2018-10;Mondo;156291.0;17186.0;173477.0
Padova;2018-10;Paesi esteri;70050.0;6498.0;76548.0
Padova;2018-11;Italia;103858.0;9396.0;113254.0
Padova;2018-11;Mondo;143171.0;12081.0;155252.0
Padova;2018-11;Paesi esteri;39313.0;2685.0;41998.0
Padova;2018-12;Italia;90733.0;8797.0;99530.0
Padova;2018-12;Mondo;117651.0;11162.0;128813.0
Padova;2018-12;Paesi esteri;26918.0;2365.0;29283.0
Padova;2019-01;Italia;75556.0;7420.0;82976.0
Padova;2019-01;Mondo;100817.0;9809.0;110626.0
Padova;2019-01;Paesi esteri;25261.0;2389.0;27650.0
Padova;2019-02;Italia;79171.0;7787.0;86958.0
Padova;2019-02;Mondo;107978.0;10162.0;118140.0
Padova;2019-02;Paesi esteri;28807.0;2375.0;31182.0
Padova;2019-03;Italia;97689.0;10334.0;108023.0
Padova;2019-03;Mondo;146451.0;13825.0;160276.0
Padova;2019-03;Paesi esteri;48762.0;3491.0;52253.0
Padova;2019-04;Italia;91997.0;12225.0;104222.0
Padova;2019-04;Mondo;161055.0;18853.0;179908.0
Padova;2019-04;Paesi esteri;69058.0;6628.0;75686.0
Padova;2019-05;Italia;77005.0;10208.0;87213.0
Padova;2019-05;Mondo;160384.0;17701.0;178085.0
Padova;2019-05;Paesi esteri;83379.0;7493.0;90872.0
Padova;2019-06;Italia;69754.0;10327.0;80081.0
Padova;2019-06;Mondo;143569.0;18363.0;161932.0
Padova;2019-06;Paesi esteri;73815.0;8036.0;81851.0
Padova;2019-07;Italia;60239.0;8680.0;68919.0
Padova;2019-07;Mondo;132345.0;19570.0;151915.0
Padova;2019-07;Paesi esteri;72106.0;10890.0;82996.0
Padova;2019-08;Italia;71483.0;8059.0;79542.0
Padova;2019-08;Mondo;139320.0;18865.0;158185.0
Padova;2019-08;Paesi esteri;67837.0;10806.0;78643.0
Padova;2019-09;Italia;84236.0;13143.0;97379.0
Padova;2019-09;Mondo;156319.0;22276.0;178595.0
Padova;2019-09;Paesi esteri;72083.0;9133.0;81216.0
Padova;2019-10;Italia;94333.0;13519.0;107852.0
Padova;2019-10;Mondo;166595.0;22046.0;188641.0
Padova;2019-10;Paesi esteri;72262.0;8527.0;80789.0
Padova;2019-11;Italia;108457.0;12663.0;121120.0
Padova;2019-11;Mondo;149817.0;16099.0;165916.0
Padova;2019-11;Paesi esteri;41360.0;3436.0;44796.0
Padova;2019-12;Italia;88211.0;11037.0;99248.0
Padova;2019-12;Mondo;117744.0;14540.0;132284.0
Padova;2019-12;Paesi esteri;29533.0;3503.0;33036.0
Padova;2020-01;Italia;81374.0;9544.0;90918.0
Padova;2020-01;Mondo;110312.0;12653.0;122965.0
Padova;2020-01;Paesi esteri;28938.0;3109.0;32047.0
Padova;2020-02;Italia;73693.0;7966.0;81659.0
Padova;2020-02;Mondo;94401.0;10788.0;105189.0
Padova;2020-02;Paesi esteri;20708.0;2822.0;23530.0
Padova;2020-03;Italia;8229.0;1397.0;9626.0
Padova;2020-03;Mondo;9222.0;1646.0;10868.0
Padova;2020-03;Paesi esteri;993.0;249.0;1242.0
Padova;2020-04;Italia;1369.0;563.0;1932.0
Padova;2020-04;Mondo;1471.0;625.0;2096.0
Padova;2020-04;Paesi esteri;102.0;62.0;164.0
Padova;2020-05;Italia;5494.0;1574.0;7068.0
Padova;2020-05;Mondo;5868.0;1770.0;7638.0
Padova;2020-05;Paesi esteri;374.0;196.0;570.0
Padova;2020-06;Italia;26346.0;4970.0;31316.0
Padova;2020-06;Mondo;29491.0;5840.0;35331.0
Padova;2020-06;Paesi esteri;3145.0;870.0;4015.0
Padova;2020-07;Italia;38764.0;7152.0;45916.0
Padova;2020-07;Mondo;46834.0;9992.0;56826.0
Padova;2020-07;Paesi esteri;8070.0;2840.0;10910.0
Padova;2020-08;Italia;60965.0;8038.0;69003.0
Padova;2020-08;Mondo;72769.0;12679.0;85448.0
Padova;2020-08;Paesi esteri;11804.0;4641.0;16445.0
Padova;2020-09;Italia;63243.0;9776.0;73019.0
Padova;2020-09;Mondo;77567.0;13337.0;90904.0
Padova;2020-09;Paesi esteri;14324.0;3561.0;17885.0
Padova;2020-10;Italia;68775.0;9264.0;78039.0
Padova;2020-10;Mondo;80720.0;11518.0;92238.0
Padova;2020-10;Paesi esteri;11945.0;2254.0;14199.0
Padova;2020-11;Italia;26338.0;4032.0;30370.0
Padova;2020-11;Mondo;28762.0;4574.0;33336.0
Padova;2020-11;Paesi esteri;2424.0;542.0;2966.0
Padova;2020-12;Italia;26563.0;3670.0;30233.0
Padova;2020-12;Mondo;28452.0;4114.0;32566.0
Padova;2020-12;Paesi esteri;1889.0;444.0;2333.0
Padova;2021-01;Italia;21579.0;3609.0;25188.0
Padova;2021-01;Mondo;23101.0;4010.0;27111.0
Padova;2021-01;Paesi esteri;1522.0;401.0;1923.0
Padova;2021-02;Italia;39172.0;4359.0;43531.0
Padova;2021-02;Mondo;42030.0;4948.0;46978.0
Padova;2021-02;Paesi esteri;2858.0;589.0;3447.0
Padova;2021-03;Italia;28774.0;4192.0;32966.0
Padova;2021-03;Mondo;31419.0;4722.0;36141.0
Padova;2021-03;Paesi esteri;2645.0;530.0;3175.0
Padova;2021-04;Italia;39246.0;4589.0;43835.0
Padova;2021-04;Mondo;42229.0;5163.0;47392.0
Padova;2021-04;Paesi esteri;2983.0;574.0;3557.0
Padova;2021-05;Italia;72510.0;8674.0;81184.0
Padova;2021-05;Mondo;81443.0;10203.0;91646.0
Padova;2021-05;Paesi esteri;8933.0;1529.0;10462.0
Padova;2021-06;Italia;64469.0;9231.0;73700.0
Padova;2021-06;Mondo;79844.0;12136.0;91980.0
Padova;2021-06;Paesi esteri;15375.0;2905.0;18280.0
Padova;2021-07;Italia;66759.0;9147.0;75906.0
Padova;2021-07;Mondo;91630.0;16424.0;108054.0
Padova;2021-07;Paesi esteri;24871.0;7277.0;32148.0
Padova;2021-08;Italia;81382.0;9942.0;91324.0
Padova;2021-08;Mondo;114678.0;20319.0;134997.0
Padova;2021-08;Paesi esteri;33296.0;10377.0;43673.0
Padova;2021-09;Italia;83912.0;10656.0;94568.0
Padova;2021-09;Mondo;119450.0;17224.0;136674.0
Padova;2021-09;Paesi esteri;35538.0;6568.0;42106.0
Padova;2021-10;Italia;104395.0;13028.0;117423.0
Padova;2021-10;Mondo;142061.0;18542.0;160603.0
Padova;2021-10;Paesi esteri;37666.0;5514.0;43180.0
Padova;2021-11;Italia;91711.0;8877.0;100588.0
Padova;2021-11;Mondo;111510.0;11028.0;122538.0
Padova;2021-11;Paesi esteri;19799.0;2151.0;21950.0
Padova;2021-12;Italia;80150.0;7224.0;87374.0
Padova;2021-12;Mondo;91701.0;8568.0;100269.0
Padova;2021-12;Paesi esteri;11551.0;1344.0;12895.0
Rovigo;2008-01;Italia;4593.0;491.0;5084.0
Rovigo;2008-01;Paesi esteri;3474.0;124.0;3598.0
Rovigo;2008-02;Italia;4104.0;624.0;4728.0
Rovigo;2008-02;Paesi esteri;2915.0;91.0;3006.0
Rovigo;2008-03;Italia;5020.0;1381.0;6401.0
Rovigo;2008-03;Paesi esteri;3435.0;672.0;4107.0
Rovigo;2008-04;Italia;6839.0;3018.0;9857.0
Rovigo;2008-04;Paesi esteri;4450.0;1083.0;5533.0
Rovigo;2008-05;Italia;8064.0;9783.0;17847.0
Rovigo;2008-05;Paesi esteri;6457.0;8517.0;14974.0
Rovigo;2008-06;Italia;8247.0;23255.0;31502.0
Rovigo;2008-06;Paesi esteri;5609.0;11010.0;16619.0
Rovigo;2008-07;Italia;7758.0;15484.0;23242.0
Rovigo;2008-07;Paesi esteri;6584.0;21529.0;28113.0
Rovigo;2008-08;Italia;7472.0;25063.0;32535.0
Rovigo;2008-08;Paesi esteri;6905.0;22719.0;29624.0
Rovigo;2008-09;Italia;6825.0;3186.0;10011.0
Rovigo;2008-09;Paesi esteri;5488.0;5401.0;10889.0
Rovigo;2008-10;Italia;6513.0;1184.0;7697.0
Rovigo;2008-10;Paesi esteri;4260.0;493.0;4753.0
Rovigo;2008-11;Italia;5619.0;659.0;6278.0
Rovigo;2008-11;Paesi esteri;2819.0;107.0;2926.0
Rovigo;2008-12;Italia;5411.0;565.0;5976.0
Rovigo;2008-12;Paesi esteri;2663.0;44.0;2707.0
Rovigo;2009-01;Italia;4069.0;421.0;4490.0
Rovigo;2009-01;Paesi esteri;3058.0;55.0;3113.0
Rovigo;2009-02;Italia;4739.0;543.0;5282.0
Rovigo;2009-02;Paesi esteri;1918.0;197.0;2115.0
Rovigo;2009-03;Italia;5731.0;701.0;6432.0
Rovigo;2009-03;Paesi esteri;2548.0;297.0;2845.0
Rovigo;2009-04;Italia;6559.0;2768.0;9327.0
Rovigo;2009-04;Paesi esteri;3673.0;2404.0;6077.0
Rovigo;2009-05;Italia;9604.0;10414.0;20018.0
Rovigo;2009-05;Paesi esteri;4314.0;8350.0;12664.0
Rovigo;2009-06;Italia;6685.0;19889.0;26574.0
Rovigo;2009-06;Paesi esteri;3948.0;11719.0;15667.0
Rovigo;2009-07;Italia;6734.0;16922.0;23656.0
Rovigo;2009-07;Paesi esteri;5258.0;21279.0;26537.0
Rovigo;2009-08;Italia;7723.0;25251.0;32974.0
Rovigo;2009-08;Paesi esteri;4594.0;26162.0;30756.0
Rovigo;2009-09;Italia;6429.0;2870.0;9299.0
Rovigo;2009-09;Paesi esteri;4579.0;5860.0;10439.0
Rovigo;2009-10;Italia;6038.0;1024.0;7062.0
Rovigo;2009-10;Paesi esteri;3169.0;414.0;3583.0
Rovigo;2009-11;Italia;4610.0;649.0;5259.0
Rovigo;2009-11;Paesi esteri;1544.0;79.0;1623.0
Rovigo;2009-12;Italia;4067.0;586.0;4653.0
Rovigo;2009-12;Paesi esteri;1470.0;72.0;1542.0
Rovigo;2010-01;Italia;3911.0;424.0;4335.0
Rovigo;2010-01;Paesi esteri;1444.0;58.0;1502.0
Rovigo;2010-02;Italia;4234.0;421.0;4655.0
Rovigo;2010-02;Paesi esteri;1490.0;92.0;1582.0
Rovigo;2010-03;Italia;5162.0;686.0;5848.0
Rovigo;2010-03;Paesi esteri;2170.0;385.0;2555.0
Rovigo;2010-04;Italia;6397.0;2349.0;8746.0
Rovigo;2010-04;Paesi esteri;2717.0;1266.0;3983.0
Rovigo;2010-05;Italia;8458.0;6110.0;14568.0
Rovigo;2010-05;Paesi esteri;5753.0;9357.0;15110.0
Rovigo;2010-06;Italia;7161.0;19710.0;26871.0
Rovigo;2010-06;Paesi esteri;3976.0;7957.0;11933.0
Rovigo;2010-07;Italia;7512.0;21395.0;28907.0
Rovigo;2010-07;Paesi esteri;5930.0;24668.0;30598.0
Rovigo;2010-08;Italia;7712.0;21758.0;29470.0
Rovigo;2010-08;Paesi esteri;5562.0;22371.0;27933.0
Rovigo;2010-09;Italia;6535.0;3584.0;10119.0
Rovigo;2010-09;Paesi esteri;5617.0;6468.0;12085.0
Rovigo;2010-10;Italia;5895.0;947.0;6842.0
Rovigo;2010-10;Paesi esteri;4021.0;456.0;4477.0
Rovigo;2010-11;Italia;4934.0;554.0;5488.0
Rovigo;2010-11;Paesi esteri;2116.0;148.0;2264.0
Rovigo;2010-12;Italia;4703.0;539.0;5242.0
Rovigo;2010-12;Paesi esteri;1463.0;76.0;1539.0
Rovigo;2011-01;Italia;4545.0;451.0;4996.0
Rovigo;2011-01;Paesi esteri;1145.0;115.0;1260.0
Rovigo;2011-02;Italia;4515.0;395.0;4910.0
Rovigo;2011-02;Paesi esteri;1262.0;70.0;1332.0
Rovigo;2011-03;Italia;5861.0;731.0;6592.0
Rovigo;2011-03;Paesi esteri;2436.0;255.0;2691.0
Rovigo;2011-04;Italia;7021.0;2208.0;9229.0
Rovigo;2011-04;Paesi esteri;3619.0;1374.0;4993.0
Rovigo;2011-05;Italia;7638.0;6422.0;14060.0
Rovigo;2011-05;Paesi esteri;4692.0;3263.0;7955.0
Rovigo;2011-06;Italia;7518.0;21037.0;28555.0
Rovigo;2011-06;Paesi esteri;4986.0;15576.0;20562.0
Rovigo;2011-07;Italia;7056.0;21938.0;28994.0
Rovigo;2011-07;Paesi esteri;6301.0;26552.0;32853.0
Rovigo;2011-08;Italia;7735.0;21761.0;29496.0
Rovigo;2011-08;Paesi esteri;5786.0;24168.0;29954.0
Rovigo;2011-09;Italia;6781.0;4349.0;11130.0
Rovigo;2011-09;Paesi esteri;4831.0;6786.0;11617.0
Rovigo;2011-10;Italia;6308.0;1465.0;7773.0
Rovigo;2011-10;Paesi esteri;3723.0;349.0;4072.0
Rovigo;2011-11;Italia;4780.0;811.0;5591.0
Rovigo;2011-11;Paesi esteri;2167.0;163.0;2330.0
Rovigo;2011-12;Italia;4600.0;572.0;5172.0
Rovigo;2011-12;Paesi esteri;1659.0;48.0;1707.0
