Territorio;Periodo;Provenienza;Presenze Hotel;Presenze Altro;Presenze Totali
Rovigo;2018-10;Paesi esteri;7918.0;3103.0;11021.0
Rovigo;2018-11;Paesi esteri;5484.0;2196.0;7680.0
Rovigo;2018-12;Paesi esteri;3633.0;1066.0;4699.0
Rovigo;2019-01;Paesi esteri;4063.0;1588.0;5651.0
Rovigo;2019-02;Paesi esteri;4251.0;1298.0;5549.0
Rovigo;2019-03;Paesi esteri;5452.0;1797.0;7249.0
Rovigo;2019-04;Paesi esteri;8184.0;9306.0;17490.0
Rovigo;2019-05;Paesi esteri;10596.0;12680.0;23276.0
Rovigo;2019-06;Paesi esteri;14958.0;134128.0;149086.0
Rovigo;2019-07;Paesi esteri;17996.0;201663.0;219659.0
Rovigo;2019-08;Paesi esteri;15986.0;214413.0;230399.0
Rovigo;2019-09;Paesi esteri;12199.0;56612.0;68811.0
Rovigo;2019-10;Paesi esteri;8062.0;3214.0;11276.0
Rovigo;2019-11;Paesi esteri;5353.0;2227.0;7580.0
Rovigo;2019-12;Paesi esteri;3470.0;1296.0;4766.0
Rovigo;2020-01;Paesi esteri;5890.0;2621.0;8511.0
Rovigo;2020-02;Paesi esteri;4702.0;2443.0;7145.0
Rovigo;2020-03;Paesi esteri;1265.0;1617.0;2882.0
Rovigo;2020-04;Paesi esteri;427.0;817.0;1244.0
Rovigo;2020-05;Paesi esteri;808.0;1824.0;2632.0
Rovigo;2020-06;Paesi esteri;2224.0;11071.0;13295.0
Rovigo;2020-07;Paesi esteri;4784.0;56376.0;61160.0
Rovigo;2020-08;Paesi esteri;6058.0;108758.0;114816.0
Rovigo;2020-09;Paesi esteri;4277.0;39930.0;44207.0
Rovigo;2020-10;Paesi esteri;3132.0;2627.0;5759.0
Rovigo;2020-11;Paesi esteri;2402.0;2069.0;4471.0
Rovigo;2020-12;Paesi esteri;1017.0;1109.0;2126.0
Rovigo;2021-01;Paesi esteri;862.0;1275.0;2137.0
Rovigo;2021-02;Paesi esteri;3309.0;2792.0;6101.0
Rovigo;2021-03;Paesi esteri;957.0;993.0;1950.0
Rovigo;2021-04;Paesi esteri;721.0;956.0;1677.0
Rovigo;2021-05;Paesi esteri;2186.0;17688.0;19874.0
Rovigo;2021-06;Paesi esteri;5059.0;33576.0;38635.0
Rovigo;2021-07;Paesi esteri;9335.0;105582.0;114917.0
Rovigo;2021-08;Paesi esteri;12370.0;166444.0;178814.0
Rovigo;2021-09;Paesi esteri;7743.0;63682.0;71425.0
Rovigo;2021-10;Paesi esteri;5004.0;4628.0;9632.0
Rovigo;2021-11;Paesi esteri;3700.0;1710.0;5410.0
Rovigo;2021-12;Paesi esteri;1084.0;327.0;1411.0
Treviso;2008-01;Italia;42912.0;19272.0;62184.0
Treviso;2008-02;Italia;44170.0;20170.0;64340.0
Treviso;2008-03;Italia;47233.0;23488.0;70721.0
Treviso;2008-04;Italia;47594.0;24771.0;72365.0
Treviso;2008-05;Italia;61112.0;28429.0;89541.0
Treviso;2008-06;Italia;51535.0;23374.0;74909.0
Treviso;2008-07;Italia;50311.0;24781.0;75092.0
Treviso;2008-08;Italia;34729.0;22195.0;56924.0
Treviso;2008-09;Italia;48890.0;23090.0;71980.0
Treviso;2008-10;Italia;50413.0;24094.0;74507.0
Treviso;2008-11;Italia;44148.0;21671.0;65819.0
Treviso;2008-12;Italia;39764.0;21043.0;60807.0
Treviso;2009-01;Italia;35454.0;18651.0;54105.0
Treviso;2009-02;Italia;37198.0;18856.0;56054.0
Treviso;2009-03;Italia;42127.0;21704.0;63831.0
Treviso;2009-04;Italia;41033.0;22270.0;63303.0
Treviso;2009-05;Italia;48253.0;24666.0;72919.0
Treviso;2009-06;Italia;41560.0;20787.0;62347.0
Treviso;2009-07;Italia;39949.0;20711.0;60660.0
Treviso;2009-08;Italia;28917.0;18535.0;47452.0
Treviso;2009-09;Italia;43905.0;21216.0;65121.0
Treviso;2009-10;Italia;47299.0;22390.0;69689.0
Treviso;2009-11;Italia;42858.0;19860.0;62718.0
Treviso;2009-12;Italia;40845.0;19327.0;60172.0
Treviso;2010-01;Italia;36437.0;18059.0;54496.0
Treviso;2010-02;Italia;41401.0;17987.0;59388.0
Treviso;2010-03;Italia;50155.0;21209.0;71364.0
Treviso;2010-04;Italia;47255.0;21528.0;68783.0
Treviso;2010-05;Italia;51736.0;22386.0;74122.0
Treviso;2010-06;Italia;44747.0;20914.0;65661.0
Treviso;2010-07;Italia;45010.0;21911.0;66921.0
Treviso;2010-08;Italia;33854.0;20826.0;54680.0
Treviso;2010-09;Italia;49155.0;22122.0;71277.0
Treviso;2010-10;Italia;54190.0;25149.0;79339.0
Treviso;2010-11;Italia;46035.0;23807.0;69842.0
Treviso;2010-12;Italia;41083.0;21052.0;62135.0
Treviso;2011-01;Italia;37712.0;19698.0;57410.0
Treviso;2011-02;Italia;39469.0;19846.0;59315.0
Treviso;2011-03;Italia;49312.0;23975.0;73287.0
Treviso;2011-04;Italia;46091.0;23637.0;69728.0
Treviso;2011-05;Italia;52182.0;23063.0;75245.0
Treviso;2011-06;Italia;46846.0;22179.0;69025.0
Treviso;2011-07;Italia;45285.0;24958.0;70243.0
Treviso;2011-08;Italia;35880.0;23111.0;58991.0
Treviso;2011-09;Italia;48698.0;23278.0;71976.0
Treviso;2011-10;Italia;52360.0;25933.0;78293.0
Treviso;2011-11;Italia;44787.0;23769.0;68556.0
Treviso;2011-12;Italia;44275.0;23555.0;67830.0
Treviso;2012-01;Italia;40917.0;22170.0;63087.0
Treviso;2012-02;Italia;41906.0;21064.0;62970.0
Treviso;2012-03;Italia;48005.0;24964.0;72969.0
Treviso;2012-04;Italia;44866.0;26255.0;71121.0
Treviso;2012-05;Italia;50677.0;25704.0;76381.0
Treviso;2012-06;Italia;45265.0;22553.0;67818.0
Treviso;2012-07;Italia;40828.0;23478.0;64306.0
Treviso;2012-08;Italia;32152.0;21706.0;53858.0
Treviso;2012-09;Italia;46681.0;20065.0;66746.0
Treviso;2012-10;Italia;49743.0;23245.0;72988.0
Treviso;2012-11;Italia;42940.0;21173.0;64113.0
Treviso;2012-12;Italia;40513.0;20733.0;61246.0
Treviso;2013-01;Italia;38103.0;20033.0;58136.0
Treviso;2013-02;Italia;37486.0;18217.0;55703.0
Treviso;2013-03;Italia;46290.0;23473.0;69763.0
Treviso;2013-04;Italia;41029.0;23076.0;64105.0
Treviso;2013-05;Italia;46886.0;23166.0;70052.0
Treviso;2013-06;Italia;43032.0;21591.0;64623.0
Treviso;2013-07;Italia;43491.0;22472.0;65963.0
Treviso;2013-08;Italia;32560.0;21068.0;53628.0
Treviso;2013-09;Italia;44292.0;21692.0;65984.0
Treviso;2013-10;Italia;48335.0;23395.0;71730.0
Treviso;2013-11;Italia;40378.0;21489.0;61867.0
Treviso;2013-12;Italia;38522.0;20149.0;58671.0
Treviso;2014-01;Italia;34758.0;18677.0;53435.0
Treviso;2014-02;Italia;39556.0;18387.0;57943.0
Treviso;2014-03;Italia;45842.0;22927.0;68769.0
Treviso;2014-04;Italia;48504.0;23381.0;71885.0
Treviso;2014-05;Italia;60488.0;26174.0;86662.0
Treviso;2014-06;Italia;45792.0;21215.0;67007.0
Treviso;2014-07;Italia;44175.0;24444.0;68619.0
Treviso;2014-08;Italia;31666.0;22778.0;54444.0
Treviso;2014-09;Italia;47693.0;23357.0;71050.0
Treviso;2014-10;Italia;50473.0;24795.0;75268.0
Treviso;2014-11;Italia;41979.0;24597.0;66576.0
Treviso;2014-12;Italia;41497.0;20930.0;62427.0
Treviso;2015-01;Italia;35714.0;19811.0;55525.0
Treviso;2015-02;Italia;40939.0;19764.0;60703.0
Treviso;2015-03;Italia;46390.0;22956.0;69346.0
Treviso;2015-04;Italia;45989.0;23518.0;69507.0
Treviso;2015-05;Italia;53954.0;25616.0;79570.0
Treviso;2015-06;Italia;46238.0;22193.0;68431.0
Treviso;2015-07;Italia;41564.0;22712.0;64276.0
Treviso;2015-08;Italia;31641.0;21875.0;53516.0
Treviso;2015-09;Italia;49751.0;23197.0;72948.0
Treviso;2015-10;Italia;50575.0;25092.0;75667.0
Treviso;2015-11;Italia;45118.0;22715.0;67833.0
Treviso;2015-12;Italia;47995.0;23130.0;71125.0
Treviso;2016-01;Italia;41760.0;21521.0;63281.0
Treviso;2016-02;Italia;44259.0;21896.0;66155.0
Treviso;2016-03;Italia;46897.0;25722.0;72619.0
Treviso;2016-04;Italia;50699.0;26237.0;76936.0
Treviso;2016-05;Italia;55479.0;25778.0;81257.0
Treviso;2016-06;Italia;45696.0;25165.0;70861.0
Treviso;2016-07;Italia;46284.0;25331.0;71615.0
Treviso;2016-08;Italia;38967.0;25429.0;64396.0
Treviso;2016-09;Italia;50111.0;25250.0;75361.0
Treviso;2016-10;Italia;55088.0;28950.0;84038.0
Treviso;2016-11;Italia;48664.0;25988.0;74652.0
Treviso;2016-12;Italia;49628.0;27021.0;76649.0
Treviso;2017-01;Italia;44057.0;25291.0;69348.0
Treviso;2017-02;Italia;43630.0;23653.0;67283.0
Treviso;2017-03;Italia;54680.0;28314.0;82994.0
Treviso;2017-04;Italia;57844.0;30314.0;88158.0
Treviso;2017-05;Italia;66936.0;31969.0;98905.0
Treviso;2017-06;Italia;49324.0;29214.0;78538.0
Treviso;2017-07;Italia;50928.0;30927.0;81855.0
Treviso;2017-08;Italia;41165.0;32816.0;73981.0
Treviso;2017-09;Italia;57857.0;31441.0;89298.0
Treviso;2017-10;Italia;56606.0;32236.0;88842.0
Treviso;2017-11;Italia;52641.0;30746.0;83387.0
Treviso;2017-12;Italia;57383.0;30482.0;87865.0
Treviso;2018-01;Italia;44896.0;26659.0;71555.0
Treviso;2018-02;Italia;43340.0;28553.0;71893.0
Treviso;2018-03;Italia;51720.0;33135.0;84855.0
Treviso;2018-04;Italia;55475.0;36237.0;91712.0
Treviso;2018-05;Italia;57714.0;35412.0;93126.0
Treviso;2018-06;Italia;53442.0;35462.0;88904.0
Treviso;2018-07;Italia;48918.0;34624.0;83542.0
Treviso;2018-08;Italia;42918.0;33816.0;76734.0
Treviso;2018-09;Italia;55157.0;36451.0;91608.0
Treviso;2018-10;Italia;58626.0;39796.0;98422.0
Treviso;2018-11;Italia;54143.0;33882.0;88025.0
Treviso;2018-12;Italia;54498.0;35750.0;90248.0
Treviso;2019-01;Italia;44946.0;30246.0;75192.0
Treviso;2019-02;Italia;45082.0;30336.0;75418.0
Treviso;2019-03;Italia;52850.0;37127.0;89977.0
Treviso;2019-04;Italia;55492.0;38667.0;94159.0
Treviso;2019-05;Italia;61307.0;39141.0;100448.0
Treviso;2019-06;Italia;58223.0;40000.0;98223.0
Treviso;2019-07;Italia;52801.0;38764.0;91565.0
Treviso;2019-08;Italia;42395.0;39230.0;81625.0
Treviso;2019-09;Italia;57830.0;38173.0;96003.0
Treviso;2019-10;Italia;62137.0;42433.0;104570.0
Treviso;2019-11;Italia;54836.0;39847.0;94683.0
Treviso;2019-12;Italia;53116.0;38742.0;91858.0
Treviso;2020-01;Italia;48418.0;35155.0;83573.0
Treviso;2020-02;Italia;42759.0;33101.0;75860.0
Treviso;2020-03;Italia;9119.0;21022.0;30141.0
Treviso;2020-04;Italia;3530.0;16576.0;20106.0
Treviso;2020-05;Italia;10153.0;20210.0;30363.0
Treviso;2020-06;Italia;22635.0;26232.0;48867.0
Treviso;2020-07;Italia;31767.0;33809.0;65576.0
Treviso;2020-08;Italia;32611.0;42452.0;75063.0
Treviso;2020-09;Italia;39294.0;37249.0;76543.0
Treviso;2020-10;Italia;38050.0;37084.0;75134.0
Treviso;2020-11;Italia;21572.0;31780.0;53352.0
Treviso;2020-12;Italia;18971.0;30623.0;49594.0
Treviso;2021-01;Italia;19056.0;28307.0;47363.0
Treviso;2021-02;Italia;28419.0;31330.0;59749.0
Treviso;2021-03;Italia;30667.0;32759.0;63426.0
Treviso;2021-04;Italia;24411.0;30677.0;55088.0
Treviso;2021-05;Italia;37018.0;41687.0;78705.0
Treviso;2021-06;Italia;42809.0;41697.0;84506.0
Treviso;2021-07;Italia;50709.0;46368.0;97077.0
Treviso;2021-08;Italia;45539.0;50620.0;96159.0
Treviso;2021-09;Italia;52344.0;43764.0;96108.0
Treviso;2021-10;Italia;60027.0;52462.0;112489.0
Treviso;2021-11;Italia;47141.0;34870.0;82011.0
Treviso;2021-12;Italia;35715.0;21299.0;57014.0
Treviso;2016-01;Mondo;69122.0;28831.0;97953.0
Treviso;2016-02;Mondo;75551.0;29592.0;105143.0
Treviso;2016-03;Mondo;91318.0;38878.0;130196.0
Treviso;2016-04;Mondo;103841.0;41030.0;144871.0
Treviso;2016-05;Mondo;130311.0;52458.0;182769.0
Treviso;2016-06;Mondo;118402.0;47291.0;165693.0
Treviso;2016-07;Mondo;133015.0;56917.0;189932.0
Treviso;2016-08;Mondo;122803.0;58258.0;181061.0
Treviso;2016-09;Mondo;131579.0;50245.0;181824.0
Treviso;2016-10;Mondo;121827.0;50392.0;172219.0
Treviso;2016-11;Mondo;88470.0;35415.0;123885.0
Treviso;2016-12;Mondo;79357.0;35834.0;115191.0
Treviso;2017-01;Mondo;70224.0;33598.0;103822.0
Treviso;2017-02;Mondo;79396.0;32171.0;111567.0
Treviso;2017-03;Mondo;100764.0;40356.0;141120.0
Treviso;2017-04;Mondo;124318.0;52980.0;177298.0
Treviso;2017-05;Mondo;140255.0;58180.0;198435.0
Treviso;2017-06;Mondo;132406.0;58367.0;190773.0
Treviso;2017-07;Mondo;146800.0;70983.0;217783.0
Treviso;2017-08;Mondo;127326.0;73694.0;201020.0
Treviso;2017-09;Mondo;144811.0;63784.0;208595.0
Treviso;2017-10;Mondo;131801.0;58709.0;190510.0
Treviso;2017-11;Mondo;93649.0;43592.0;137241.0
Treviso;2017-12;Mondo;92073.0;41408.0;133481.0
Treviso;2018-01;Mondo;75939.0;37408.0;113347.0
Treviso;2018-02;Mondo;82132.0;38982.0;121114.0
Treviso;2018-03;Mondo;102864.0;49887.0;152751.0
Treviso;2018-04;Mondo;121993.0;60909.0;182902.0
Treviso;2018-05;Mondo;140805.0;72232.0;213037.0
Treviso;2018-06;Mondo;140922.0;68628.0;209550.0
Treviso;2018-07;Mondo;145798.0;82062.0;227860.0
Treviso;2018-08;Mondo;126643.0;82377.0;209020.0
Treviso;2018-09;Mondo;143388.0;72833.0;216221.0
Treviso;2018-10;Mondo;136817.0;69956.0;206773.0
Treviso;2018-11;Mondo;100864.0;48114.0;148978.0
Treviso;2018-12;Mondo;92178.0;49036.0;141214.0
Treviso;2019-01;Mondo;77672.0;42761.0;120433.0
Treviso;2019-02;Mondo;80723.0;43794.0;124517.0
Treviso;2019-03;Mondo;103181.0;55798.0;158979.0
Treviso;2019-04;Mondo;122322.0;69228.0;191550.0
Treviso;2019-05;Mondo;140084.0;74390.0;214474.0
Treviso;2019-06;Mondo;145962.0;80282.0;226244.0
Treviso;2019-07;Mondo;146608.0;90056.0;236664.0
Treviso;2019-08;Mondo;123278.0;89310.0;212588.0
Treviso;2019-09;Mondo;144311.0;75538.0;219849.0
Treviso;2019-10;Mondo;142121.0;75454.0;217575.0
Treviso;2019-11;Mondo;102151.0;56736.0;158887.0
Treviso;2019-12;Mondo;90382.0;53794.0;144176.0
Treviso;2020-01;Mondo;81580.0;50462.0;132042.0
Treviso;2020-02;Mondo;69332.0;48616.0;117948.0
Treviso;2020-03;Mondo;12032.0;26117.0;38149.0
Treviso;2020-04;Mondo;4506.0;19759.0;24265.0
Treviso;2020-05;Mondo;11835.0;23501.0;35336.0
Treviso;2020-06;Mondo;27995.0;32716.0;60711.0
Treviso;2020-07;Mondo;44312.0;51399.0;95711.0
Treviso;2020-08;Mondo;49970.0;67535.0;117505.0
Treviso;2020-09;Mondo;55502.0;57192.0;112694.0
Treviso;2020-10;Mondo;51498.0;49233.0;100731.0
Treviso;2020-11;Mondo;25801.0;36499.0;62300.0
Treviso;2020-12;Mondo;22300.0;35331.0;57631.0
Treviso;2021-01;Mondo;21664.0;32694.0;54358.0
Treviso;2021-02;Mondo;32489.0;36183.0;68672.0
Treviso;2021-03;Mondo;35350.0;37688.0;73038.0
Treviso;2021-04;Mondo;29361.0;35827.0;65188.0
Treviso;2021-05;Mondo;46009.0;52255.0;98264.0
Treviso;2021-06;Mondo;61075.0;61536.0;122611.0
Treviso;2021-07;Mondo;83512.0;83110.0;166622.0
Treviso;2021-08;Mondo;89673.0;100208.0;189881.0
Treviso;2021-09;Mondo;89933.0;77214.0;167147.0
Treviso;2021-10;Mondo;95881.0;82193.0;178074.0
Treviso;2021-11;Mondo;68292.0;45844.0;114136.0
Treviso;2021-12;Mondo;45607.0;27904.0;73511.0
Treviso;2008-01;Paesi esteri;31915.0;6407.0;38322.0
Treviso;2008-02;Paesi esteri;33994.0;6640.0;40634.0
Treviso;2008-03;Paesi esteri;39832.0;9347.0;49179.0
Treviso;2008-04;Paesi esteri;43285.0;10557.0;53842.0
Treviso;2008-05;Paesi esteri;60665.0;14625.0;75290.0
Treviso;2008-06;Paesi esteri;59040.0;12165.0;71205.0
Treviso;2008-07;Paesi esteri;70276.0;17380.0;87656.0
Treviso;2008-08;Paesi esteri;64481.0;14588.0;79069.0
Treviso;2008-09;Paesi esteri;63343.0;15091.0;78434.0
Treviso;2008-10;Paesi esteri;56440.0;12162.0;68602.0
Treviso;2008-11;Paesi esteri;30688.0;6442.0;37130.0
Treviso;2008-12;Paesi esteri;23783.0;5671.0;29454.0
Treviso;2009-01;Paesi esteri;22456.0;4767.0;27223.0
Treviso;2009-02;Paesi esteri;28420.0;5462.0;33882.0
Treviso;2009-03;Paesi esteri;30541.0;7257.0;37798.0
Treviso;2009-04;Paesi esteri;39690.0;11255.0;50945.0
Treviso;2009-05;Paesi esteri;48501.0;13220.0;61721.0
Treviso;2009-06;Paesi esteri;49169.0;12314.0;61483.0
Treviso;2009-07;Paesi esteri;60590.0;17879.0;78469.0
Treviso;2009-08;Paesi esteri;53981.0;15968.0;69949.0
Treviso;2009-09;Paesi esteri;55730.0;13621.0;69351.0
Treviso;2009-10;Paesi esteri;47676.0;12329.0;60005.0
Treviso;2009-11;Paesi esteri;29016.0;6281.0;35297.0
Treviso;2009-12;Paesi esteri;23332.0;4960.0;28292.0
Treviso;2010-01;Paesi esteri;21468.0;4462.0;25930.0
Treviso;2010-02;Paesi esteri;28832.0;5610.0;34442.0
Treviso;2010-03;Paesi esteri;31179.0;8587.0;39766.0
Treviso;2010-04;Paesi esteri;42411.0;11705.0;54116.0
Treviso;2010-05;Paesi esteri;52856.0;14831.0;67687.0
Treviso;2010-06;Paesi esteri;55087.0;14864.0;69951.0
Treviso;2010-07;Paesi esteri;65256.0;19158.0;84414.0
Treviso;2010-08;Paesi esteri;55259.0;18073.0;73332.0
Treviso;2010-09;Paesi esteri;62995.0;16083.0;79078.0
Treviso;2010-10;Paesi esteri;54577.0;12965.0;67542.0
Treviso;2010-11;Paesi esteri;30168.0;7613.0;37781.0
Treviso;2010-12;Paesi esteri;23679.0;6464.0;30143.0
Treviso;2011-01;Paesi esteri;21338.0;5078.0;26416.0
Treviso;2011-02;Paesi esteri;25857.0;5708.0;31565.0
Treviso;2011-03;Paesi esteri;36178.0;8621.0;44799.0
Treviso;2011-04;Paesi esteri;53344.0;14980.0;68324.0
Treviso;2011-05;Paesi esteri;60521.0;13201.0;73722.0
Treviso;2011-06;Paesi esteri;75215.0;17472.0;92687.0
Treviso;2011-07;Paesi esteri;79546.0;19918.0;99464.0
Treviso;2011-08;Paesi esteri;68459.0;19436.0;87895.0
Treviso;2011-09;Paesi esteri;73076.0;16249.0;89325.0
Treviso;2011-10;Paesi esteri;58964.0;13478.0;72442.0
Treviso;2011-11;Paesi esteri;33146.0;9181.0;42327.0
Treviso;2011-12;Paesi esteri;26909.0;5151.0;32060.0
Treviso;2012-01;Paesi esteri;29092.0;7141.0;36233.0
Treviso;2012-02;Paesi esteri;32918.0;9673.0;42591.0
Treviso;2012-03;Paesi esteri;38141.0;13967.0;52108.0
Treviso;2012-04;Paesi esteri;57555.0;16638.0;74193.0
Treviso;2012-05;Paesi esteri;71949.0;18914.0;90863.0
Treviso;2012-06;Paesi esteri;70140.0;16971.0;87111.0
Treviso;2012-07;Paesi esteri;82894.0;22652.0;105546.0
Treviso;2012-08;Paesi esteri;68985.0;20375.0;89360.0
Treviso;2012-09;Paesi esteri;75503.0;20306.0;95809.0
Treviso;2012-10;Paesi esteri;63187.0;15229.0;78416.0
Treviso;2012-11;Paesi esteri;31374.0;8721.0;40095.0
Treviso;2012-12;Paesi esteri;26704.0;6398.0;33102.0
Treviso;2013-01;Paesi esteri;23482.0;7530.0;31012.0
Treviso;2013-02;Paesi esteri;30999.0;8316.0;39315.0
Treviso;2013-03;Paesi esteri;38801.0;13203.0;52004.0
Treviso;2013-04;Paesi esteri;46335.0;12276.0;58611.0
Treviso;2013-05;Paesi esteri;69560.0;20316.0;89876.0
Treviso;2013-06;Paesi esteri;69181.0;17831.0;87012.0
Treviso;2013-07;Paesi esteri;85010.0;24398.0;109408.0
Treviso;2013-08;Paesi esteri;74428.0;24525.0;98953.0
Treviso;2013-09;Paesi esteri;74835.0;20819.0;95654.0
Treviso;2013-10;Paesi esteri;66238.0;15825.0;82063.0
Treviso;2013-11;Paesi esteri;32448.0;8171.0;40619.0
Treviso;2013-12;Paesi esteri;29433.0;7581.0;37014.0
Treviso;2014-01;Paesi esteri;26973.0;6939.0;33912.0
Treviso;2014-02;Paesi esteri;30138.0;7109.0;37247.0
Treviso;2014-03;Paesi esteri;38565.0;10368.0;48933.0
Treviso;2014-04;Paesi esteri;55867.0;16030.0;71897.0
Treviso;2014-05;Paesi esteri;72212.0;18748.0;90960.0
Treviso;2014-06;Paesi esteri;73295.0;18099.0;91394.0
Treviso;2014-07;Paesi esteri;82888.0;23952.0;106840.0
Treviso;2014-08;Paesi esteri;75016.0;25516.0;100532.0
Treviso;2014-09;Paesi esteri;74118.0;20323.0;94441.0
Treviso;2014-10;Paesi esteri;62949.0;16482.0;79431.0
Treviso;2014-11;Paesi esteri;30655.0;8455.0;39110.0
Treviso;2014-12;Paesi esteri;30824.0;9401.0;40225.0
Treviso;2015-01;Paesi esteri;22377.0;7211.0;29588.0
Treviso;2015-02;Paesi esteri;33804.0;7813.0;41617.0
Treviso;2015-03;Paesi esteri;41521.0;11313.0;52834.0
Treviso;2015-04;Paesi esteri;57071.0;15784.0;72855.0
Treviso;2015-05;Paesi esteri;76598.0;19807.0;96405.0
Treviso;2015-06;Paesi esteri;75457.0;20706.0;96163.0
Treviso;2015-07;Paesi esteri;91418.0;28956.0;120374.0
Treviso;2015-08;Paesi esteri;85448.0;27845.0;113293.0
Treviso;2015-09;Paesi esteri;80381.0;22427.0;102808.0
Treviso;2015-10;Paesi esteri;68286.0;17775.0;86061.0
Treviso;2015-11;Paesi esteri;35768.0;9626.0;45394.0
Treviso;2015-12;Paesi esteri;27984.0;8154.0;36138.0
Treviso;2016-01;Paesi esteri;27362.0;7310.0;34672.0
Treviso;2016-02;Paesi esteri;31292.0;7696.0;38988.0
Treviso;2016-03;Paesi esteri;44421.0;13156.0;57577.0
Treviso;2016-04;Paesi esteri;53142.0;14793.0;67935.0
Treviso;2016-05;Paesi esteri;74832.0;26680.0;101512.0
Treviso;2016-06;Paesi esteri;72706.0;22126.0;94832.0
Treviso;2016-07;Paesi esteri;86731.0;31586.0;118317.0
Treviso;2016-08;Paesi esteri;83836.0;32829.0;116665.0
Treviso;2016-09;Paesi esteri;81468.0;24995.0;106463.0
Treviso;2016-10;Paesi esteri;66739.0;21442.0;88181.0
Treviso;2016-11;Paesi esteri;39806.0;9427.0;49233.0
Treviso;2016-12;Paesi esteri;29729.0;8813.0;38542.0
Treviso;2017-01;Paesi esteri;26167.0;8307.0;34474.0
Treviso;2017-02;Paesi esteri;35766.0;8518.0;44284.0
Treviso;2017-03;Paesi esteri;46084.0;12042.0;58126.0
Treviso;2017-04;Paesi esteri;66474.0;22666.0;89140.0
Treviso;2017-05;Paesi esteri;73319.0;26211.0;99530.0
Treviso;2017-06;Paesi esteri;83082.0;29153.0;112235.0
Treviso;2017-07;Paesi esteri;95872.0;40056.0;135928.0
Treviso;2017-08;Paesi esteri;86161.0;40878.0;127039.0
Treviso;2017-09;Paesi esteri;86954.0;32343.0;119297.0
Treviso;2017-10;Paesi esteri;75195.0;26473.0;101668.0
Treviso;2017-11;Paesi esteri;41008.0;12846.0;53854.0
Treviso;2017-12;Paesi esteri;34690.0;10926.0;45616.0
Treviso;2018-01;Paesi esteri;31043.0;10749.0;41792.0
Treviso;2018-02;Paesi esteri;38792.0;10429.0;49221.0
Treviso;2018-03;Paesi esteri;51144.0;16752.0;67896.0
Treviso;2018-04;Paesi esteri;66518.0;24672.0;91190.0
Treviso;2018-05;Paesi esteri;83091.0;36820.0;119911.0
Treviso;2018-06;Paesi esteri;87480.0;33166.0;120646.0
Treviso;2018-07;Paesi esteri;96880.0;47438.0;144318.0
Treviso;2018-08;Paesi esteri;83725.0;48561.0;132286.0
Treviso;2018-09;Paesi esteri;88231.0;36382.0;124613.0
Treviso;2018-10;Paesi esteri;78191.0;30160.0;108351.0
Treviso;2018-11;Paesi esteri;46721.0;14232.0;60953.0
Treviso;2018-12;Paesi esteri;37680.0;13286.0;50966.0
Treviso;2019-01;Paesi esteri;32726.0;12515.0;45241.0
Treviso;2019-02;Paesi esteri;35641.0;13458.0;49099.0
Treviso;2019-03;Paesi esteri;50331.0;18671.0;69002.0
Treviso;2019-04;Paesi esteri;66830.0;30561.0;97391.0
Treviso;2019-05;Paesi esteri;78777.0;35249.0;114026.0
Treviso;2019-06;Paesi esteri;87739.0;40282.0;128021.0
Treviso;2019-07;Paesi esteri;93807.0;51292.0;145099.0
Treviso;2019-08;Paesi esteri;80883.0;50080.0;130963.0
Treviso;2019-09;Paesi esteri;86481.0;37365.0;123846.0
Treviso;2019-10;Paesi esteri;79984.0;33021.0;113005.0
Treviso;2019-11;Paesi esteri;47315.0;16889.0;64204.0
Treviso;2019-12;Paesi esteri;37266.0;15052.0;52318.0
Treviso;2020-01;Paesi esteri;33162.0;15307.0;48469.0
Treviso;2020-02;Paesi esteri;26573.0;15515.0;42088.0
Treviso;2020-03;Paesi esteri;2913.0;5095.0;8008.0
Treviso;2020-04;Paesi esteri;976.0;3183.0;4159.0
Treviso;2020-05;Paesi esteri;1682.0;3291.0;4973.0
Treviso;2020-06;Paesi esteri;5360.0;6484.0;11844.0
Treviso;2020-07;Paesi esteri;12545.0;17590.0;30135.0
Treviso;2020-08;Paesi esteri;17359.0;25083.0;42442.0
Treviso;2020-09;Paesi esteri;16208.0;19943.0;36151.0
Treviso;2020-10;Paesi esteri;13448.0;12149.0;25597.0
Treviso;2020-11;Paesi esteri;4229.0;4719.0;8948.0
Treviso;2020-12;Paesi esteri;3329.0;4708.0;8037.0
Treviso;2021-01;Paesi esteri;2608.0;4387.0;6995.0
Treviso;2021-02;Paesi esteri;4070.0;4853.0;8923.0
Treviso;2021-03;Paesi esteri;4683.0;4929.0;9612.0
Treviso;2021-04;Paesi esteri;4950.0;5150.0;10100.0
Treviso;2021-05;Paesi esteri;8991.0;10568.0;19559.0
Treviso;2021-06;Paesi esteri;18266.0;19839.0;38105.0
Treviso;2021-07;Paesi esteri;32803.0;36742.0;69545.0
Treviso;2021-08;Paesi esteri;44134.0;49588.0;93722.0
Treviso;2021-09;Paesi esteri;37589.0;33450.0;71039.0
Treviso;2021-10;Paesi esteri;35854.0;29731.0;65585.0
Treviso;2021-11;Paesi esteri;21151.0;10974.0;32125.0
Treviso;2021-12;Paesi esteri;9892.0;6605.0;16497.0
Veneto;2008-01;Italia;631674.0;307659.0;939333.0
Veneto;2008-02;Italia;655109.0;266590.0;921699.0
